name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,usage_intensity,brand
'Yamaha FZ S [2012-2016]',40000,2011,1,0,82000,79432.0,13,6307.692307692308,18
'Suzuki Intruder 150',75000,2018,1,0,10000,72752.5,6,1666.6666666666667,14
'Bajaj Pulsar RS 200',105000,2017,1,0,18345,72752.5,7,2620.714285714286,3
'Bajaj Discover 135',30000,2009,1,0,20000,72752.5,15,1333.3333333333333,3
'Bajaj Pulsar 135 LS',45000,2014,1,0,14000,64589.0,10,1400.0,3
'Honda CB Unicorn 150',45000,2016,1,1,50000,74295.0,8,6250.0,7
'Honda Activa 5G',65000,2019,1,0,3025,59422.0,5,605.0,7
'Bajaj Pulsar 135 LS',20000,2011,1,0,60000,64589.0,13,4615.384615384615,3
'Hero Duet',37000,2016,1,0,6000,50280.0,8,750.0,6
'Hero Splendor NXG',18000,2011,1,0,35000,44814.0,13,2692.3076923076924,6
'Hero Glamour 125',25000,2013,1,0,50000,61600.0,11,4545.454545454545,6
'Honda Activa 5G',46000,2018,1,0,10000,57557.0,6,1666.6666666666667,7
'Yamaha Fascino 110',55000,2019,1,0,7000,57112.0,5,1400.0,18
'Bajaj V15',40000,2016,1,0,34000,67187.0,8,4250.0,3
'Hero Honda Passion PRO [2012]',25000,2012,1,1,20000,72752.5,12,1666.6666666666667,6
'Honda Activa [2000-2015]',25000,2012,1,0,38000,50267.0,12,3166.6666666666665,7
'Bajaj Pulsar NS160',70000,2018,1,0,20000,72752.5,6,3333.3333333333335,3
'Bajaj Pulsar RS 200',80000,2015,1,0,32000,72752.5,9,3555.5555555555557,3
'Yamaha Alpha',25000,2015,1,1,14000,54253.0,9,1555.5555555555557,18
'Mahindra Gusto',25000,2016,1,0,13500,51185.0,8,1687.5,12
'Bajaj Discover 125',26000,2012,1,0,75000,57549.0,12,6250.0,3
'Hero Glamour 125',15000,2011,1,0,75000,61600.0,13,5769.2307692307695,6
'Honda CB Unicorn 160',50000,2017,1,0,52000,77545.0,7,7428.571428571428,7
'Hero Pleasure',26500,2013,1,0,18860,49600.0,11,1714.5454545454545,6
'Bajaj CT 100',30000,2016,1,0,38500,72752.5,8,4812.5,3
'Yamaha FZ S V 2.0',90000,2018,1,0,10500,87042.0,6,1750.0,18
'Bajaj Pulsar 180',85000,2016,1,0,35000,85011.0,8,4375.0,3
'Hero Glamour 125',54000,2013,1,0,17000,61600.0,11,1545.4545454545455,6
'Bajaj CT 100',42000,2019,1,0,2900,72752.5,5,580.0,3
'Bajaj Discover 100 T',25000,2014,1,0,30000,47032.0,10,3000.0,3
'TVS Star City Plus',50000,2016,1,1,14000,72752.5,8,1750.0,15
'Honda CB Unicorn 150',55000,2014,1,0,10000,74295.0,10,1000.0,7
'Hero Passion PRO TR',35000,2014,1,0,9556,54586.0,10,955.6,6
'Honda CB Shine SP',50000,2018,1,0,37000,64750.0,6,6166.666666666667,7
'Bajaj V15',45000,2015,1,0,2700,65626.0,9,300.0,3
'Bajaj V15',45000,2016,1,0,36000,67187.0,8,4500.0,3
'Bajaj Discover 100',28000,2015,1,1,52000,42859.0,9,5777.777777777777,3
'Royal Enfield Electra 4 S',80000,2013,1,0,46000,72752.5,11,4181.818181818182,13
'KTM 200 Duke',130000,2016,1,0,12000,72752.5,8,1500.0,10
'Bajaj Pulsar 220F',120000,2019,1,0,6500,72752.5,5,1300.0,3
'Suzuki GS150R',27000,2012,1,0,14100,70851.0,12,1175.0,14
'Honda Shine',30000,2014,1,0,40000,72752.5,10,4000.0,7
'Honda CB Unicorn Dazzler',50000,2010,1,0,75000,71757.0,14,5357.142857142857,7
'Honda Livo',45000,2018,1,0,10000,72752.5,6,1666.6666666666667,7
'Honda Aviator',28000,2009,1,0,29625,59183.0,15,1975.0,7
'Honda Activa [2000-2015]',6000,2006,1,1,35000,50267.0,18,1944.4444444444443,7
'Hero Hunk',35000,2016,1,0,32000,78513.0,8,4000.0,6
'Honda Activa 125',30000,2014,1,0,20000,72752.5,10,2000.0,7
'Bajaj Discover 110',15000,2007,1,0,70000,52710.0,17,4117.64705882353,3
'Hero Xtreme [2013-2014]',45000,2013,1,0,57000,75936.0,11,5181.818181818182,6
'TVS Victor GLX',18000,2005,1,0,11000,72752.5,19,578.9473684210526,15
'Bajaj Pulsar NS200',85000,2018,1,0,17500,72752.5,6,2916.6666666666665,3
'Honda Aviator',30000,2014,1,0,7000,59183.0,10,700.0,7
'Bajaj Platina 100',40000,2018,1,0,17500,72752.5,6,2916.6666666666665,3
'TVS Sport',34000,2018,1,0,25000,72752.5,6,4166.666666666667,15
'Hero Honda Passion Plus',8000,2003,1,0,53500,72752.5,21,2547.6190476190477,6
'Bajaj V15',70000,2018,1,0,15000,67187.0,6,2500.0,3
'Honda Dio',50000,2016,1,0,8000,72752.5,8,1000.0,7
'Honda Dream Yuga',35000,2015,1,0,39448,56147.0,9,4383.111111111111,7
'Hero Honda Splendor Plus',20000,2006,1,0,75000,72752.5,18,4166.666666666667,6
'Bajaj Pulsar 150',50000,2012,1,0,28000,72752.5,12,2333.3333333333335,3
'Bajaj Discover 135',37000,2008,1,0,62000,72752.5,16,3875.0,3
'Honda Livo',69000,2018,1,0,12000,72752.5,6,2000.0,7
'Hero Honda Splendor NXG',28000,2012,1,0,49999,72752.5,12,4166.583333333333,6
'Bajaj Discover 125',25000,2011,1,0,70000,57549.0,13,5384.615384615385,3
'Yamaha FZ V 2.0',60000,2018,1,0,25000,81508.0,6,4166.666666666667,18
'Yamaha SZ-S',50000,2014,1,0,20000,72532.0,10,2000.0,18
'Bajaj Discover 125 M',30000,2014,1,0,45000,49146.0,10,4500.0,3
'Yamaha FZ S [2012-2016]',60000,2014,1,0,68000,79432.0,10,6800.0,18
'Bajaj Xcd',20000,2009,1,0,16000,72752.5,15,1066.6666666666667,3
'Bajaj Avenger Street 160',80000,2019,1,0,5000,72752.5,5,1000.0,3
'Royal Enfield Electra 5 S',99000,2006,1,1,36000,72752.5,18,2000.0,13
'Hero Honda Splendor Plus',20000,2005,1,0,27370,72752.5,19,1440.5263157894738,6
'Hero Glamour 125',50000,2017,1,0,8600,61600.0,7,1228.5714285714287,6
'TVS Victor GLX',27000,2002,1,0,49000,72752.5,22,2227.2727272727275,15
'Honda Grazia',60000,2018,1,0,16000,72752.5,6,2666.6666666666665,7
'Hero Xtreme 2014',50000,2014,1,0,10000,72973.0,10,1000.0,6
'Hero Pleasure',20000,2012,1,1,30000,49600.0,12,2500.0,6
'Hero Passion XPro',45000,2018,1,0,7000,58900.0,6,1166.6666666666667,6
'Hero Super Splendor',40000,2013,1,0,68000,72752.5,11,6181.818181818182,6
'Yamaha FZ S [2012-2016]',45000,2016,1,1,20000,79432.0,8,2500.0,18
'Honda Activa [2000-2015]',25000,2015,1,0,25000,50267.0,9,2777.777777777778,7
'Hero Glamour FI',75000,2019,1,0,8900,71150.0,5,1780.0,6
'Hero Honda Passion Plus',25000,2007,1,0,70000,72752.5,17,4117.64705882353,6
'Hero Splendor Plus',25000,2006,1,1,40000,72752.5,18,2222.222222222222,6
'Honda CB Unicorn 150',30000,2012,1,0,32000,74295.0,12,2666.6666666666665,7
'Bajaj Discover 135',25000,2010,1,0,55000,72752.5,14,3928.5714285714284,3
'Hero Honda Splendor',10000,2006,1,0,75000,72752.5,18,4166.666666666667,6
'Hero Honda CD Deluxe',25000,2008,1,2,65000,72752.5,16,4062.5,6
'Honda Dream Neo',42000,2014,1,0,21000,53415.0,10,2100.0,7
'Hero Maestro',30000,2013,1,0,60000,49412.0,11,5454.545454545455,6
'Honda CB Unicorn Dazzler',25000,2011,1,0,40000,71757.0,13,3076.923076923077,7
'TVS Apache [2006]',15000,2006,1,0,40000,72752.5,18,2222.222222222222,15
'Hero Passion XPro',25000,2013,1,0,25000,59640.0,11,2272.7272727272725,6
'Honda Activa 5G',50000,2018,1,0,25000,57957.0,6,4166.666666666667,7
'Honda Activa i',30000,2014,1,0,25000,53900.0,10,2500.0,7
'TVS Apache RTR 200 4V',125000,2019,1,0,3000,72752.5,5,600.0,15
'Hero Honda CBZ extreme',35000,2011,1,0,28000,72752.5,13,2153.846153846154,6
'Suzuki Gixxer [2014-2018]',45000,2015,1,0,40000,78316.0,9,4444.444444444444,14
'Bajaj Pulsar 150',75000,2017,1,0,30000,72752.5,7,4285.714285714285,3
'Bajaj Pulsar AS150',55000,2017,1,1,20000,80821.0,7,2857.1428571428573,3
'Bajaj Platina 100',25000,2013,1,0,30000,72752.5,11,2727.2727272727275,3
'Honda CB Twister',70000,2014,1,0,12566,49150.0,10,1256.6,7
'Suzuki SlingShot',24000,2011,1,0,17000,72752.5,13,1307.6923076923076,14
'TVS Apache RTR 160',70000,2018,1,0,17000,72752.5,6,2833.3333333333335,15
'Bajaj V12',45000,2017,1,0,35000,58906.0,7,5000.0,3
'Hero Karizma 2014',25000,2015,1,0,40000,86744.0,9,4444.444444444444,6
'Yamaha Fascino 110',38000,2016,1,0,37000,54500.0,8,4625.0,18
'Honda CB Unicorn 160',45000,2015,1,0,15000,77545.0,9,1666.6666666666667,7
'Yamaha Gladiator',15000,2009,1,0,46000,72752.5,15,3066.6666666666665,18
'Hero Honda Glamour',45000,2012,1,0,75000,72752.5,12,6250.0,6
'Bajaj Discover 100',22000,2014,1,0,14289,42859.0,10,1428.9,3
'Mahindra Gusto',30000,2015,1,1,20000,51185.0,9,2222.222222222222,12
'Royal Enfield Thunderbird 350',100000,2012,1,0,28000,72752.5,12,2333.3333333333335,13
'Royal Enfield Classic 350',100000,2014,1,0,19000,72752.5,10,1900.0,13
'Bajaj Pulsar 150',60000,2017,1,0,28450,72752.5,7,4064.285714285714,3
'Royal Enfield Electra Twinspark',100000,2014,1,0,31500,72752.5,10,3150.0,13
'Bajaj Pulsar 150',40000,2016,1,0,28000,72752.5,8,3500.0,3
'Hero HF Deluxe',40000,2018,1,0,16000,72752.5,6,2666.6666666666665,6
'Honda Activa [2000-2015]',25000,2007,1,0,17860,50267.0,17,1050.5882352941176,7
'Yamaha FZ S [2012-2016]',45000,2015,1,0,24000,79432.0,9,2666.6666666666665,18
'Bajaj Avenger Cruise 220',75000,2016,1,0,10950,72752.5,8,1368.75,3
'Honda Dio',45000,2017,1,0,35850,72752.5,7,5121.428571428572,7
'Honda Activa i [2016-2017]',35000,2016,1,0,29000,53436.0,8,3625.0,7
'Yamaha FZ V 2.0',60000,2016,1,0,45420,81508.0,8,5677.5,18
'Royal Enfield Classic 350',130000,2018,1,1,35000,72752.5,6,5833.333333333333,13
'Honda CB Shine SP',42000,2017,1,0,19800,64750.0,7,2828.5714285714284,7
'Bajaj V15',76000,2018,1,0,23000,65626.0,6,3833.3333333333335,3
'Hero CBZ',40000,2014,1,0,35000,72752.5,10,3500.0,6
'Hero Splendor Plus',65000,2018,1,0,7500,72752.5,6,1250.0,6
'Bajaj Discover 100 T',20000,2013,1,0,20000,47032.0,11,1818.1818181818182,3
'Honda CB Hornet 160R',70000,2018,1,0,7000,92661.0,6,1166.6666666666667,7
'TVS Apache RTR 160 4V',105000,2019,1,0,6000,72752.5,5,1200.0,15
'Honda CB Shine SP',50000,2017,1,0,34300,62317.0,7,4900.0,7
'Royal Enfield Classic 350',120000,2017,1,0,7199,72752.5,7,1028.4285714285713,13
'Bajaj Pulsar 180',25000,2011,1,0,43000,85011.0,13,3307.6923076923076,3
'Hero Super Splendor',50000,2017,1,0,9999,72752.5,7,1428.4285714285713,6
'Hero Honda CBZ extreme',25000,2007,1,0,80000,72752.5,17,4705.882352941177,6
'Bajaj Pulsar 180',50000,2014,1,0,30000,85011.0,10,3000.0,3
'Bajaj Discover 150',35000,2015,1,0,12000,54299.0,9,1333.3333333333333,3
'Bajaj Pulsar 180',30000,2009,1,0,17500,85011.0,15,1166.6666666666667,3
'Honda Shine',37000,2016,1,0,45000,72752.5,8,5625.0,7
'Honda CB Unicorn 150',42000,2013,1,0,38000,74295.0,11,3454.5454545454545,7
'Royal Enfield Himalayan',119000,2016,1,0,19800,72752.5,8,2475.0,13
'Hero Honda Passion Plus',22000,2008,1,1,85000,72752.5,16,5312.5,6
'Hero Honda Splendor Plus',15000,2007,1,0,70000,72752.5,17,4117.64705882353,6
'Bajaj Pulsar 220F',45000,2011,1,0,40000,72752.5,13,3076.923076923077,3
'Bajaj Avenger Street 220',75000,2018,1,0,12000,95955.0,6,2000.0,3
'Honda Activa 125 [2016-2017]',50000,2017,1,0,27000,61545.0,7,3857.1428571428573,7
'Bajaj Discover 150F',30000,2015,1,0,12000,64071.0,9,1333.3333333333333,3
'Bajaj Pulsar 150 [2001-2011]',22000,2011,1,0,36000,72752.5,13,2769.230769230769,3
'Honda Dream Yuga',45000,2017,1,0,26000,56147.0,7,3714.285714285714,7
'Honda Activa [2000-2015]',35000,2012,1,0,29000,50267.0,12,2416.6666666666665,7
'Bajaj CT 100',25000,2017,1,0,45000,72752.5,7,6428.571428571428,3
'Honda CB Hornet 160R',70000,2017,1,0,13000,92210.0,7,1857.142857142857,7
'Hero CD Dawn',10000,2005,1,0,48000,72752.5,19,2526.315789473684,6
'Bajaj Discover 100',24000,2014,1,0,31000,42859.0,10,3100.0,3
'Honda Shine',42000,2017,1,0,25000,72752.5,7,3571.4285714285716,7
'TVS Max DLX',26000,2002,1,1,28000,72752.5,22,1272.7272727272727,15
'Honda Dio',60000,2018,1,0,11000,72752.5,6,1833.3333333333333,7
'Bajaj Pulsar 180',72000,2017,0,0,7850,85011.0,7,1121.4285714285713,3
'Royal Enfield Thunderbird 350',120000,2015,1,0,10000,72752.5,9,1111.111111111111,13
'Royal Enfield Thunderbird 350',59000,2005,1,1,40000,72752.5,19,2105.2631578947367,13
'Hero Pleasure [2005-2015]',30000,2013,1,0,25000,46779.0,11,2272.7272727272725,6
'TVS Victor',18000,2004,1,0,46700,54852.0,20,2335.0,15
'Bajaj Pulsar 150',35000,2011,1,0,12000,72752.5,13,923.0769230769231,3
'Honda Dream Yuga',30000,2015,1,1,46070,56147.0,9,5118.888888888889,7
'Bajaj Pulsar 150',35000,2009,1,0,14500,72752.5,15,966.6666666666666,3
'Bajaj Pulsar 150 [2001-2011]',35000,2008,1,0,70000,72752.5,16,4375.0,3
'Hero Honda Splendor Plus',20000,2010,1,1,30000,72752.5,14,2142.8571428571427,6
'Hero Splendor iSmart',40000,2015,1,0,10000,52271.0,9,1111.111111111111,6
'Hero Super Splendor',30000,2011,1,0,89000,72752.5,13,6846.153846153846,6
'Bajaj Discover 100',21000,2009,1,0,50000,42859.0,15,3333.3333333333335,3
'Yamaha Fazer [2009-2016]',35000,2011,1,0,15500,84751.0,13,1192.3076923076924,18
'Bajaj Discover 125',23000,2011,1,0,66000,57549.0,13,5076.923076923077,3
'Honda Shine',40000,2011,1,0,8600,72752.5,13,661.5384615384615,7
'Bajaj Discover 125 M',45000,2014,1,0,40000,47186.0,10,4000.0,3
'Bajaj Avenger Street 150 [2018]',60000,2016,1,0,25000,80435.0,8,3125.0,3
'Yamaha Fazer [2009-2016]',40000,2013,1,0,34500,84751.0,11,3136.3636363636365,18
'Hero Passion X Pro [2016-2017]',42000,2016,1,0,15500,59095.0,8,1937.5,6
'Honda Activa [2000-2015]',18000,2011,1,0,28000,50267.0,13,2153.846153846154,7
'TVS Star City',15000,2006,1,0,40000,46575.0,18,2222.222222222222,15
'Hero Honda Hunk',45000,2013,1,0,40000,72752.5,11,3636.3636363636365,6
'TVS Star City',25000,2016,1,0,50000,47108.0,8,6250.0,15
'Bajaj Pulsar 150',70000,2017,1,0,24000,72752.5,7,3428.5714285714284,3
'Bajaj Discover 100',23000,2012,1,0,50000,42859.0,12,4166.666666666667,3
'TVS Victor',10000,2005,1,0,55000,54852.0,19,2894.7368421052633,15
'Hero Honda Splendor Plus',25000,2012,1,0,70000,72752.5,12,5833.333333333333,6
'Honda Aviator',25000,2012,1,1,12000,59183.0,12,1000.0,7
'Bajaj Pulsar 180',50000,2010,1,0,70000,85011.0,14,5000.0,3
'Bajaj Avenger [2015]',60000,2015,1,1,16000,75502.0,9,1777.7777777777778,3
'Hero CD Dawn',35000,2014,1,0,38000,72752.5,10,3800.0,6
'Honda CB Shine SP',50000,2016,1,0,45000,64750.0,8,5625.0,7
'Hero Honda CD Deluxe',25500,2012,1,0,28990,72752.5,12,2415.8333333333335,6
'Hero Honda Hunk',35000,2010,1,0,13000,72752.5,14,928.5714285714286,6
'Hero Honda CD Deluxe',20000,2005,1,0,15000,72752.5,19,789.4736842105264,6
'Honda Activa 3G',40000,2016,1,0,60000,54605.0,8,7500.0,7
'Bajaj Pulsar 135 LS',45000,2017,1,0,22000,64589.0,7,3142.8571428571427,3
'Bajaj Pulsar 150 [2001-2011]',30000,2008,1,0,19500,72752.5,16,1218.75,3
'Hero Pleasure',30000,2013,1,0,25000,49600.0,11,2272.7272727272725,6
'Hero Honda CBZ extreme',30000,2011,1,2,70000,72752.5,13,5384.615384615385,6
'Bajaj Pulsar 150',40000,2014,1,1,65000,72752.5,10,6500.0,3
'Honda CB Twister',25000,2012,1,0,86000,53857.0,12,7166.666666666667,7
'Honda Livo',45000,2017,1,0,30000,72752.5,7,4285.714285714285,7
'Bajaj Pulsar AS200',65000,2015,1,0,33000,92074.0,9,3666.6666666666665,3
'Honda Activa 3G',40000,2015,1,0,36000,54605.0,9,4000.0,7
'Hero Honda Hunk',40000,2010,1,0,41000,72752.5,14,2928.5714285714284,6
'Honda CB Hornet 160R',70000,2017,1,0,28000,83340.0,7,4000.0,7
'Hero HF Deluxe',35000,2018,1,0,15000,72752.5,6,2500.0,6
'Hero Splendor PRO',35000,2015,1,0,35280,51994.0,9,3920.0,6
'Bajaj Boxer',15000,2004,1,0,18000,72752.5,20,900.0,3
'Royal Enfield Electra 5 S',99000,2012,1,0,28000,72752.5,12,2333.3333333333335,13
'Royal Enfield Electra 5 S',90000,2012,1,0,40000,72752.5,12,3333.3333333333335,13
'Hero Honda Hunk',20000,2010,1,0,17000,72752.5,14,1214.2857142857142,6
'Hero Ignitor',36000,2016,1,0,23000,65599.0,8,2875.0,6
'Bajaj Discover 100 M',32000,2014,1,0,30000,44756.0,10,3000.0,3
'Honda Activa 3G',50000,2016,1,0,6000,54605.0,8,750.0,7
'Bajaj Pulsar 135 LS',50000,2015,1,0,48000,64589.0,9,5333.333333333333,3
'Bajaj Pulsar 220 DTS-i',60000,2014,1,0,16000,72752.5,10,1600.0,3
'Hero Honda CBZ extreme',40000,2009,1,0,50000,72752.5,15,3333.3333333333335,6
'Hero Honda CBZ extreme',35000,2012,1,0,60000,72752.5,12,5000.0,6
'Bajaj Avenger 220',90000,2019,1,0,1300,95000.0,5,260.0,3
'Bajaj Avenger 150',75000,2018,1,0,7000,80000.0,6,1166.6666666666667,3
'Honda CB Hornet 160R',80000,2019,1,0,3000,87000.0,5,600.0,7
'Yamaha FZ S V 2.0',78000,2019,1,0,5000,84000.0,5,1000.0,18
'Honda CB Hornet 160R',75000,2019,1,0,11000,87000.0,5,2200.0,7
'Yamaha FZ 16',75000,2017,1,0,18000,82000.0,7,2571.4285714285716,18
'Bajaj Avenger 220',75000,2019,1,0,3500,95000.0,5,700.0,3
'Bajaj Avenger 220',72000,2018,1,0,500,95000.0,6,83.33333333333333,3
'TVS Apache RTR 160',65000,2019,1,0,11800,81000.0,5,2360.0,15
'Bajaj Pulsar 150',65000,2017,1,0,5000,74000.0,7,714.2857142857143,3
'Hero Extreme',65000,2015,1,0,16000,78700.0,9,1777.7777777777778,6
'Honda CB Hornet 160R',60000,2018,1,0,15000,87000.0,6,2500.0,7
'Bajaj Avenger 220 dtsi',60000,2017,1,0,16600,95000.0,7,2371.4285714285716,3
'Bajaj Avenger 150 street',60000,2018,1,0,20000,80000.0,6,3333.3333333333335,3
'Yamaha FZ  v 2.0',60000,2017,1,0,29000,84000.0,7,4142.857142857143,18
'Yamaha FZ  v 2.0',60000,2018,1,0,25000,84000.0,6,4166.666666666667,18
'TVS Apache RTR 160',60000,2014,1,0,19000,81000.0,10,1900.0,15
'Hero Extreme',55000,2016,1,0,15000,78700.0,8,1875.0,6
'Bajaj Pulsar 220 F',52000,2012,1,0,45000,94000.0,12,3750.0,3
'Bajaj Pulsar 220 F',51000,2018,1,0,24000,94000.0,6,4000.0,3
'TVS Apache RTR 180',50000,2013,1,0,6000,82600.0,11,545.4545454545455,15
'Hero Passion X pro',50000,2018,1,0,31000,55000.0,6,5166.666666666667,6
'Yamaha Fazer ',50000,2016,1,0,8000,88000.0,8,1000.0,18
'Honda Activa 4G',48000,2019,1,0,4300,51000.0,5,860.0,7
'TVS Sport ',48000,2019,1,0,15000,52000.0,5,3000.0,15
'Yamaha FZ S V 2.0',48000,2017,1,0,23000,84000.0,7,3285.714285714286,18
'Honda Dream Yuga ',48000,2019,1,0,8600,54000.0,5,1720.0,7
'Honda Activa 4G',45000,2019,1,0,4000,51000.0,5,800.0,7
'Bajaj Avenger Street 220',45000,2013,1,0,24000,95000.0,11,2181.818181818182,3
'TVS Apache RTR 180',45000,2016,1,0,23000,82600.0,8,2875.0,15
'Bajaj Avenger 220 dtsi',45000,2012,1,0,27000,95000.0,12,2250.0,3
'Hero Splender iSmart',45000,2018,1,0,14000,54000.0,6,2333.3333333333335,6
'Activa 3g',45000,2018,1,0,500,54000.0,6,83.33333333333333,0
'Hero Passion Pro',45000,2018,1,0,1000,55000.0,6,166.66666666666666,6
'TVS Apache RTR 160',42000,2016,1,0,42000,81000.0,8,5250.0,15
'Honda CB Trigger',42000,2015,1,0,12000,73000.0,9,1333.3333333333333,7
'Hero Splender iSmart',40000,2017,1,0,14000,54000.0,7,2000.0,6
'Yamaha FZ S ',40000,2014,1,0,5500,83000.0,10,550.0,18
'Hero Passion Pro',40000,2017,1,0,6700,55000.0,7,957.1428571428571,6
'Bajaj Pulsar 135 LS',40000,2016,1,0,13700,64000.0,8,1712.5,3
'Activa 4g',40000,2019,1,0,1300,51000.0,5,260.0,0
'Honda CB Unicorn',38000,2017,1,0,38600,72000.0,7,5514.285714285715,7
'Hero Honda CBZ extreme',38000,2013,1,0,75000,78700.0,11,6818.181818181818,6
'Honda Activa 125',35000,2018,1,0,24000,57000.0,6,4000.0,7
'TVS Jupyter',35000,2016,1,0,19000,52000.0,8,2375.0,15
'Hero Honda Passion Pro',30000,2014,1,0,60000,51000.0,10,6000.0,6
'Honda CB Shine',30000,2015,1,0,30000,58000.0,9,3333.3333333333335,7
'Bajaj Discover 100',27000,2015,1,0,21000,47000.0,9,2333.3333333333335,3
'Bajaj Pulsar 150',25000,2010,1,1,26000,75000.0,14,1857.142857142857,3
'Suzuki Access 125',25000,2010,1,0,1900,58000.0,14,135.71428571428572,14
'TVS Wego',25000,2012,1,0,22000,52000.0,12,1833.3333333333333,15
'Honda CB twister',25000,2015,1,0,32000,51000.0,9,3555.5555555555557,7
'Hero Glamour',25000,2015,1,0,18000,57000.0,9,2000.0,6
'Hero Super Splendor',20000,2007,1,0,55000,57000.0,17,3235.294117647059,6
'Bajaj Pulsar 150',20000,2010,1,0,60000,75000.0,14,4285.714285714285,3
'Bajaj Discover 125',20000,2014,1,1,25000,57000.0,10,2500.0,3
'Hero Hunk',20000,2009,1,1,49000,75000.0,15,3266.6666666666665,6
'Hero  Ignitor Disc',20000,2015,1,1,24000,65000.0,9,2666.6666666666665,6
'Hero  CBZ Xtreme',20000,2010,1,0,50000,78700.0,14,3571.4285714285716,6
'Honda CB twister',16000,2012,1,0,33000,51000.0,12,2750.0,7
'Bajaj Discover 125',15000,2013,1,1,35000,57000.0,11,3181.818181818182,3
'Honda CB Shine',12000,2009,1,0,53000,58000.0,15,3533.3333333333335,7
